station_code,year,page,region,station_name,coordinates,latitude,longitude,distance_km,catchment_area_km2,annual_mm,annual_lt_sn_km2,annual_total_m3,avg_annual_flow_m3s,average_of_avg,average_for_max,average_for_min,average_ltsnkm2,average_mm,average_of_mil_m3,oct_max,nov_max,dec_max,jan_max,feb_max,mar_max,apr_max,may_max,jun_max,jul_max,aug_max,sep_max,oct_min,nov_min,dec_min,jan_min,feb_min,mar_min,apr_min,may_min,jun_min,jul_min,aug_min,sep_min,oct_avg,nov_avg,dec_avg,jan_avg,feb_avg,mar_avg,apr_avg,may_avg,jun_avg,jul_avg,aug_avg,sep_avg,oct_ltsnkm2,nov_ltsnkm2,dec_ltsnkm2,jan_ltsnkm2,feb_ltsnkm2,mar_ltsnkm2,apr_ltsnkm2,may_ltsnkm2,jun_ltsnkm2,jul_ltsnkm2,aug_ltsnkm2,sep_ltsnkm2,oct_mm,nov_mm,dec_mm,jan_mm,feb_mm,mar_mm,apr_mm,may_mm,jun_mm,jul_mm,aug_mm,sep_mm,oct_mil_m3,nov_mil_m3,dec_mil_m3,jan_mil_m3,feb_mil_m3,mar_mil_m3,apr_mil_m3,may_mil_m3,jun_mil_m3,jul_mil_m3,aug_mil_m3,sep_mil_m3,max_flow,min_flow,mean_flow,flow_variability_index,baseflow_index,oct_coefficient,nov_coefficient,dec_coefficient,jan_coefficient,feb_coefficient,mar_coefficient,apr_coefficient,may_coefficient,jun_coefficient,jul_coefficient,aug_coefficient,sep_coefficient,mean_monthly_mm,flow_concentration_index
D22A093,2011,785,22. Dogu Karadeniz Havzasi,TURNASUYU CUMHURİYET KÖYÜ,"37°57'40"" Doğu - 40°49'50"" Kuzey",40.831,37.961,44.024,210.0,663.0,21.0,139270000.0,5.097,4.415,20.54,1.185,21.007,55.264,11.606,37.6,15.1,2.95,4.03,13.0,33.1,22.7,28.3,16.4,12.5,31.6,29.2,0.549,0.479,0.411,0.72,1.26,2.58,3.32,2.51,1.02,0.549,0.479,0.347,6.34,1.85,0.719,1.54,4.29,8.45,9.81,8.18,4.17,1.78,4.74,1.11,30.2,8.81,3.42,7.32,20.4,40.2,46.7,38.9,19.8,8.46,22.6,5.27,80.9,22.8,9.17,19.6,49.4,108.0,121.0,104.0,51.4,22.7,60.5,13.7,17.0,4.79,1.93,4.12,10.4,22.6,25.4,21.9,10.8,4.76,12.7,2.87,37.6,0.347,4.414916666666667,8.516582041941147,0.0785971800147228,0.1220211161387632,0.0343891402714932,0.0138310708898944,0.0295625942684766,0.0745098039215686,0.1628959276018099,0.1825037707390648,0.1568627450980392,0.077526395173454,0.0342383107088989,0.0912518853695324,0.0206636500754147,55.26416666666668,0.9997436554729556
D22A093,2018,903,22. Dogu Karadeniz Havzasi,TURNASUYU CUMHURİYET KÖYÜ,"37°57'40"" Doğu - 40°49'50"" Kuzey",40.831,37.961,44.024,210.0,537.0,17.0,112680000.0,5.02,3.576,23.731,0.878,17.046,44.7,9.39,42.0,9.22,42.0,16.4,22.3,50.8,7.17,31.1,34.1,5.88,11.3,12.5,0.479,0.347,1.26,2.58,2.21,1.65,0.294,0.187,0.628,0.411,0.244,0.244,3.35,0.965,7.53,5.48,6.1,6.17,1.69,3.57,4.3,1.31,0.93,1.52,16.0,4.59,35.9,26.1,29.1,29.4,8.05,17.0,20.5,6.23,4.43,7.25,42.7,11.9,96.0,69.9,70.3,78.7,20.9,45.6,53.0,16.7,11.9,18.8,8.98,2.5,20.2,14.7,14.8,16.5,4.38,9.57,11.1,3.51,2.49,3.95,50.8,0.187,3.5762500000000004,14.204823488290804,0.0522894092974484,0.0795158286778398,0.0221601489757914,0.1787709497206704,0.1301675977653631,0.1309124767225326,0.1465549348230912,0.0389199255121042,0.0849162011173184,0.0986964618249534,0.0310986964618249,0.0221601489757914,0.0350093109869646,44.7,1.0011185682326622
D22A093,2014,911,22. Dogu Karadeniz Havzasi,TURNASUYU CUMHURİYET KÖYÜ,"37°57'40"" Doğu - 40°49'50"" Kuzey",40.831,37.961,44.024,210.0,517.0,16.4,108670000.0,4.968,3.438,21.976,0.832,16.369,43.121,9.056,40.3,1.65,12.1,13.8,9.56,19.6,19.1,11.7,25.9,31.6,38.1,40.3,0.479,0.411,0.479,1.84,1.51,2.21,0.917,0.628,0.411,0.411,0.347,0.347,6.4,0.612,3.12,4.74,3.54,6.58,3.97,3.11,3.57,1.52,1.54,2.55,30.5,2.91,14.9,22.6,16.9,31.3,18.9,14.8,17.0,7.21,7.31,12.1,81.7,7.55,39.8,60.5,40.8,83.9,49.1,39.6,44.1,19.3,19.6,31.5,17.2,1.59,8.35,12.7,8.56,17.6,10.3,8.32,9.27,4.06,4.11,6.61,40.3,0.347,3.437666666666667,11.72306797246194,0.1009405604576747,0.158027079303675,0.0146034816247582,0.0769825918762088,0.1170212765957446,0.078916827852998,0.1622823984526112,0.0949709864603481,0.076595744680851,0.0852998065764023,0.0373307543520309,0.0379110251450677,0.0609284332688588,43.12083333333334,0.9991303507585272
D22A093,2010,752,22. Dogu Karadeniz Havzasi,TURNASUYU CUMHURİYET KÖYÜ,"37°57'40"" Doğu - 40°49'50"" Kuzey",40.831,37.961,44.024,210.0,851.0,27.0,178800000.0,5.146,5.743,33.628,1.858,27.365,70.992,14.9,18.8,152.0,16.2,26.6,40.2,54.0,19.0,34.6,28.4,9.06,2.77,1.9,0.41,2.28,2.72,2.72,4.26,3.76,2.55,1.2,0.62,0.78,0.46,0.54,2.28,16.8,5.21,6.0,13.5,9.21,6.5,3.23,3.06,1.8,0.584,0.742,10.8,80.0,24.8,28.6,64.4,43.9,31.0,15.4,14.6,8.57,2.78,3.53,29.1,207.0,66.4,76.5,156.0,118.0,80.2,41.3,37.8,23.0,7.45,9.15,6.1,43.5,14.0,16.1,32.7,24.7,16.8,8.66,7.94,4.82,1.56,1.92,152.0,0.41,5.743000000000001,26.467003308375407,0.0713912589239073,0.0341950646298472,0.2432432432432432,0.0780258519388954,0.0898942420681551,0.1833137485311398,0.1386603995299647,0.0942420681551116,0.0485311398354876,0.0444183313748531,0.027027027027027,0.0087544065804935,0.0107520564042303,70.99166666666666,0.9989435379739408
D22A093,2017,901,22. Dogu Karadeniz Havzasi,TURNASUYU CUMHURİYET KÖYÜ,"37°57'40"" Doğu - 40°49'50"" Kuzey",40.831,37.961,44.024,210.0,732.0,23.2,153710000.0,5.107,4.886,13.406,1.346,23.258,60.923,12.809,18.2,9.56,16.9,8.19,16.4,30.7,23.2,12.1,13.8,3.76,4.03,4.03,0.72,0.917,2.21,1.51,1.84,4.29,2.21,0.813,1.02,0.294,0.244,0.08,4.12,3.02,4.91,3.47,6.46,13.8,10.2,5.93,4.49,0.888,0.613,0.725,19.6,14.4,23.4,16.5,30.7,65.5,48.8,28.2,21.4,4.23,2.92,3.45,52.5,37.3,62.6,44.2,74.4,175.0,126.0,75.6,55.4,11.3,7.82,8.95,11.0,7.83,13.2,9.28,15.6,36.8,26.6,15.9,11.6,2.38,1.64,1.88,30.7,0.08,4.8855,6.2839013407020765,0.0163749872070412,0.0717213114754098,0.0509562841530054,0.0855191256830601,0.0603825136612021,0.1016393442622951,0.2390710382513661,0.1721311475409836,0.1032786885245901,0.0756830601092896,0.0154371584699453,0.0106830601092896,0.0122267759562841,60.92250000000001,1.0012721080060731
D22A093,2019,871,22. Dogu Karadeniz Havzasi,TURNASUYU CUMHURİYET KÖYÜ,"37°57'40"" Doğu - 40°49'50"" Kuzey",40.831,37.961,44.024,210.0,780.0,24.7,163720000.0,5.027,5.179,23.933,1.573,24.667,64.933,13.643,42.5,26.8,31.1,21.4,13.8,18.2,25.5,38.1,10.8,24.1,23.6,11.3,0.628,0.628,3.13,3.5,3.13,2.21,2.21,0.813,0.72,0.549,0.813,0.549,4.53,4.77,7.29,7.5,4.74,7.36,9.75,6.31,1.86,3.2,3.22,1.62,21.6,22.7,34.7,35.7,22.6,35.1,46.4,30.0,8.88,15.2,15.4,7.72,57.8,58.9,93.0,95.7,54.6,93.9,120.0,80.4,23.0,40.8,41.1,20.0,12.1,12.4,19.5,20.1,11.5,19.7,25.3,16.9,4.83,8.56,8.63,4.2,42.5,0.549,5.179166666666666,8.205953338696702,0.1060016090104585,0.0741025641025641,0.0755128205128205,0.1192307692307692,0.1226923076923077,0.07,0.1203846153846154,0.1538461538461538,0.103076923076923,0.0294871794871794,0.0523076923076923,0.0526923076923076,0.0256410256410256,64.93333333333332,1.0010266940451749
D22A093,2008,750,22. Dogu Karadeniz Havzasi,TURNASUYU CUMHURİYET KÖYÜ,"37°57'40"" Doğu - 40°49'50"" Kuzey",40.831,37.961,44.024,210.0,817.0,25.8,171620000.0,5.002,5.422,34.275,0.904,25.839,68.067,14.302,52.2,47.7,18.5,1.6,9.9,90.0,13.2,16.8,94.0,4.6,6.2,56.6,0.63,1.03,0.948,0.5,0.335,2.55,0.948,0.78,0.54,0.948,0.78,0.864,3.62,7.62,2.64,1.18,2.28,22.2,4.26,3.56,7.73,1.72,1.55,6.7,17.2,36.3,12.6,5.6,10.9,106.0,20.3,16.9,36.8,8.21,7.36,31.9,46.2,94.1,33.6,15.0,27.2,283.0,52.5,45.4,95.4,22.0,19.7,82.7,9.7,19.8,7.06,3.15,5.72,59.5,11.0,9.53,20.0,4.62,4.14,17.4,94.0,0.335,5.421666666666667,17.337841992007377,0.0617891177374731,0.0565483476132191,0.1151774785801713,0.041126070991432,0.018359853121175,0.0332925336597307,0.3463892288861689,0.0642594859241126,0.0555691554467564,0.1167686658506732,0.0269277845777233,0.0241126070991432,0.1012239902080783,68.06666666666668,1.00024485798237
D22A093,2007,766,22. Dogu Karadeniz Havzasi,TURNASUYU CUMHURİYET KÖYÜ,"37°57'40"" Doğu - 40°49'50"" Kuzey",40.831,37.961,44.024,210.0,876.0,27.8,183900000.0,4.964,5.849,26.638,1.869,27.856,72.982,15.325,26.6,33.8,6.66,12.6,18.0,45.0,29.0,42.6,4.7,68.7,13.0,19.0,0.72,2.1,1.46,2.22,4.04,4.7,3.6,1.25,0.54,0.54,0.63,0.63,3.93,7.27,2.93,4.69,9.01,17.0,10.2,8.42,1.16,2.56,0.784,2.23,18.7,34.6,14.0,22.4,42.9,81.1,48.4,40.1,5.54,12.2,3.73,10.6,50.2,89.7,37.4,59.9,104.0,217.0,126.0,107.0,14.4,32.6,9.99,27.6,10.5,18.8,7.85,12.6,21.8,45.6,26.4,22.6,3.01,6.85,2.1,5.79,68.7,0.54,5.848666666666667,11.746266955431436,0.0923287358942209,0.0573059360730593,0.1023972602739726,0.0426940639269406,0.0683789954337899,0.1187214611872146,0.2477168949771689,0.1438356164383561,0.1221461187214611,0.0164383561643835,0.0372146118721461,0.011404109589041,0.0315068493150684,72.9825,1.0002397835097456
D22A093,2015,892,22. Dogu Karadeniz Havzasi,TURNASUYU CUMHURİYET KÖYÜ,"37°57'40"" Doğu - 40°49'50"" Kuzey",40.831,37.961,44.024,210.0,900.0,28.5,189040000.0,5.022,5.998,29.474,1.019,28.578,75.031,15.753,83.6,68.4,36.0,9.98,20.0,29.7,36.0,13.4,29.7,17.8,5.35,3.76,0.549,1.13,0.917,2.58,0.0,3.32,2.39,0.244,0.72,0.294,0.011,0.069,6.87,11.0,8.02,5.61,5.98,11.7,10.2,2.98,5.28,3.34,0.566,0.425,32.7,52.6,38.2,26.7,28.5,55.9,48.4,14.2,25.1,15.9,2.7,2.03,87.7,136.0,102.0,71.6,68.9,150.0,126.0,38.0,65.2,42.5,7.22,5.25,18.4,28.6,21.5,15.0,14.5,31.4,26.4,7.98,13.7,8.94,1.52,1.1,83.6,0.0,5.997583333333334,13.938947631684982,0.0,0.0974444444444444,0.1511111111111111,0.1133333333333333,0.0795555555555555,0.0765555555555555,0.1666666666666666,0.14,0.0422222222222222,0.0724444444444444,0.0472222222222222,0.0080222222222222,0.0058333333333333,75.03083333333333,0.9995890578317804
D22A093,2020,863,22. Dogu Karadeniz Havzasi,TURNASUYU CUMHURİYET KÖYÜ,"37°57'40"" Doğu - 40°49'50"" Kuzey",40.831,37.961,44.024,210.0,710.0,22.4,149050000.0,5.014,4.725,27.618,1.382,22.476,59.101,12.421,5.08,27.8,16.9,12.5,44.7,26.8,13.0,40.3,14.7,8.53,119.0,2.1,0.628,0.479,0.917,2.21,3.76,4.29,2.21,0.72,0.72,0.347,0.078,0.221,1.71,2.43,3.4,4.37,10.6,13.6,4.78,7.34,2.62,1.78,3.62,0.454,8.16,11.6,16.2,20.8,50.3,64.6,22.7,35.0,12.5,8.49,17.2,2.16,21.9,30.0,43.3,55.7,126.0,173.0,58.9,93.6,32.3,22.7,46.2,5.61,4.59,6.31,9.1,11.7,26.5,36.3,12.4,19.7,6.79,4.78,9.7,1.18,119.0,0.078,4.725333333333333,25.183408577878104,0.0165067720090293,0.0308450704225352,0.0422535211267605,0.0609859154929577,0.0784507042253521,0.1774647887323943,0.2436619718309859,0.0829577464788732,0.1318309859154929,0.0454929577464788,0.0319718309859154,0.0650704225352112,0.0079014084507042,59.10083333333333,1.0011139154834252
D22A093,2012,858,22. Dogu Karadeniz Havzasi,TURNASUYU CUMHURİYET KÖYÜ,"37°57'40"" Doğu - 40°49'50"" Kuzey",40.831,37.961,44.024,210.0,707.0,22.3,148430000.0,5.072,4.704,20.996,1.377,22.418,58.92,12.369,28.3,51.3,13.0,6.48,6.14,17.8,45.8,24.5,20.9,30.2,3.5,4.03,0.549,1.65,1.26,1.99,1.82,1.84,4.03,2.17,0.479,0.244,0.244,0.244,4.09,6.89,3.85,2.86,2.78,6.66,16.8,5.62,3.37,2.14,0.691,0.698,19.5,32.8,18.4,13.6,13.2,31.7,80.2,26.8,16.0,10.2,3.29,3.33,52.2,85.1,49.2,36.5,33.1,84.9,208.0,71.7,41.6,27.3,8.82,8.62,11.0,17.9,10.3,7.66,6.96,17.8,43.6,15.1,8.73,5.72,1.85,1.81,51.3,0.244,4.704083333333334,10.905419050824635,0.0518698294035323,0.0738330975954738,0.1203677510608203,0.0695898161244696,0.0516265912305516,0.0468175388967468,0.1200848656294201,0.2942008486562942,0.1014144271570014,0.0588401697312588,0.0386138613861386,0.0124752475247524,0.0121923620933521,58.92000000000001,0.9999434261145056
D22A093,2005,687,22. Dogu Karadeniz Havzasi,TURNASUYU CUMHURİYET KÖYÜ,"37°57'40"" Doğu - 40°49'50"" Kuzey",40.831,37.961,44.024,210.0,906.0,28.7,190240000.0,4.8,6.046,25.242,1.912,28.788,75.467,15.853,23.0,19.5,25.4,22.0,17.5,55.7,53.1,29.0,19.0,6.1,3.6,29.0,0.44,0.63,3.06,2.34,2.58,3.82,4.26,2.58,1.46,0.54,0.44,0.79,2.44,4.1,7.14,4.87,7.26,14.4,13.0,8.08,5.51,1.27,0.862,3.62,11.6,19.5,34.0,23.2,34.6,68.5,62.0,38.5,26.2,6.05,4.1,17.2,31.2,50.6,91.1,62.2,83.6,183.0,161.0,103.0,68.0,16.2,11.0,44.7,6.55,10.6,19.1,13.1,17.6,38.5,33.8,21.6,14.3,3.4,2.31,9.38,55.7,0.44,6.045999999999999,9.212702613298047,0.072775388686735,0.0344370860927152,0.055849889624724,0.1005518763796909,0.068653421633554,0.0922737306843267,0.2019867549668874,0.1777041942604856,0.1136865342163355,0.075055187637969,0.0178807947019867,0.0121412803532008,0.0493377483443708,75.46666666666667,1.0004416961130742
D22A093,2016,898,22. Dogu Karadeniz Havzasi,TURNASUYU CUMHURİYET KÖYÜ,"37°57'40"" Doğu - 40°49'50"" Kuzey",40.831,37.961,44.024,210.0,1047.0,33.1,219810000.0,5.118,6.99,33.394,1.613,33.276,87.308,18.318,25.5,36.0,7.85,35.0,35.0,26.8,19.1,84.3,17.3,64.1,5.08,44.7,0.294,0.549,1.13,2.39,5.35,2.95,2.58,1.38,0.72,0.813,0.479,0.72,3.47,6.9,2.89,9.46,15.1,9.01,6.47,11.6,4.6,7.34,1.12,5.92,16.5,32.9,13.7,45.0,72.0,42.9,30.8,55.2,21.9,34.9,5.31,28.2,44.2,85.2,36.8,121.0,180.0,115.0,79.9,148.0,56.8,93.6,14.2,73.0,9.29,17.9,7.73,25.3,37.9,24.1,16.8,31.0,11.9,19.6,2.99,15.3,84.3,0.294,6.989999999999999,12.060085836909872,0.0420600858369098,0.0422158548233046,0.0813753581661891,0.0351480420248328,0.1155682903533906,0.1719197707736389,0.1098376313276026,0.076313276026743,0.1413562559694365,0.0542502387774594,0.0893982808022922,0.0135625596943648,0.0697230181470869,87.30833333333334,0.99933186981006
E22A071,2020,918,22. Dogu Karadeniz Havzasi,CURA Ç. CURİ,"37°12'5"" Doğu - 41°6'57"" Kuzey",41.116,37.201,45.827,226.0,625.0,19.8,141280000.0,4.704,4.492,28.938,1.691,19.88,52.033,11.773,10.6,31.2,31.2,36.3,48.1,22.7,9.16,30.6,14.6,6.9,101.0,4.9,0.77,0.92,1.09,3.17,7.75,2.54,1.09,0.92,0.92,0.513,0.409,0.196,2.28,2.82,5.13,8.47,14.0,7.89,2.71,3.96,2.71,0.911,2.36,0.662,10.1,12.5,22.7,37.5,62.0,34.9,12.0,17.5,12.0,4.03,10.4,2.93,27.1,32.4,60.9,100.0,155.0,93.5,31.1,46.9,31.1,10.8,28.0,7.6,6.12,7.32,13.8,22.7,35.1,21.1,7.03,10.6,7.03,2.44,6.32,1.72,101.0,0.196,4.4919166666666674,22.48483386824481,0.0436339350314453,0.04336,0.05184,0.09744,0.16,0.248,0.1496,0.04976,0.07504,0.04976,0.01728,0.0448,0.0121599999999999,52.03333333333333,1.0009609224855862
E22A071,2019,918,22. Dogu Karadeniz Havzasi,CURA Ç. CURİ,"37°12'5"" Doğu - 41°6'57"" Kuzey",41.116,37.201,45.827,226.0,849.0,26.9,191810000.0,4.73,6.076,32.396,2.671,26.855,70.792,15.984,53.7,10.6,27.8,30.0,11.1,21.6,34.6,20.0,44.8,34.0,94.5,6.05,1.98,2.23,6.9,1.98,4.53,4.17,3.8,1.98,1.51,1.28,0.77,0.92,4.82,4.69,10.2,11.3,5.76,6.42,10.4,4.07,3.56,4.86,5.21,1.62,21.3,20.7,45.1,50.1,25.5,28.4,45.8,18.0,15.7,21.5,23.0,7.16,57.2,53.7,121.0,134.0,61.6,76.1,119.0,48.2,40.8,57.6,61.7,18.6,12.9,12.1,27.3,30.3,13.9,17.2,26.9,10.9,9.22,13.0,13.9,4.19,94.5,0.77,6.075833333333335,15.553422027156763,0.126731586887944,0.0673733804475854,0.0632508833922261,0.1425206124852768,0.1578327444051825,0.0725559481743227,0.0896348645465253,0.1401648998822143,0.0567726737338044,0.0480565371024735,0.0678445229681978,0.0726737338044758,0.0219081272084805,70.79166666666667,0.9994114184814596
E22A071,2014,972,22. Dogu Karadeniz Havzasi,CURA Ç. CURİ,"37°12'5"" Doğu - 41°6'57"" Kuzey",41.116,37.201,45.827,226.0,306.0,9.7,69090000.0,3.804,2.175,13.111,0.702,9.63,25.472,5.758,42.7,5.28,17.9,10.3,4.59,19.7,14.1,15.7,13.7,9.96,1.96,1.44,0.42,0.346,1.03,1.68,0.958,1.23,0.814,0.742,0.52,0.309,0.16,0.21,3.34,1.02,5.67,3.1,1.58,3.69,2.12,2.21,1.59,0.878,0.414,0.493,14.8,4.52,25.1,13.7,6.98,16.3,9.4,9.8,7.06,3.89,1.83,2.18,39.5,11.7,67.2,36.8,16.9,43.7,24.4,26.2,18.3,10.4,4.91,5.65,8.94,2.64,15.2,8.31,3.81,9.88,5.51,5.93,4.13,2.35,1.11,1.28,42.7,0.16,2.1754166666666666,19.628423673625743,0.0735491285194407,0.1290849673202614,0.038235294117647,0.2196078431372549,0.1202614379084967,0.0552287581699346,0.1428104575163399,0.0797385620915032,0.0856209150326797,0.0598039215686274,0.0339869281045751,0.0160457516339869,0.0184640522875817,25.471666666666668,1.0011123470522802
E22A071,2018,947,22. Dogu Karadeniz Havzasi,CURA Ç. CURİ,"37°12'5"" Doğu - 41°6'57"" Kuzey",41.116,37.201,45.827,226.0,778.0,24.7,175730000.0,4.56,5.573,41.708,1.321,24.657,64.825,14.644,13.7,12.8,35.8,29.8,17.4,26.6,16.3,55.4,14.6,55.0,146.0,77.1,0.469,0.352,0.933,2.56,4.8,2.56,1.14,0.846,0.76,0.76,0.409,0.26,1.5,1.22,7.84,9.12,9.04,7.85,2.79,3.78,2.22,3.15,13.0,5.37,6.63,5.42,34.7,40.3,40.0,34.7,12.3,16.7,9.83,14.0,57.5,23.8,17.8,14.0,92.9,108.0,96.8,93.1,32.0,44.8,25.5,37.4,154.0,61.6,4.02,3.18,21.0,24.4,21.9,21.0,7.22,10.1,5.76,8.45,34.8,13.9,146.0,0.26,5.573333333333333,26.19617224880383,0.0466507177033492,0.022879177377892,0.0179948586118251,0.1194087403598971,0.1388174807197943,0.1244215938303341,0.1196658097686375,0.0411311053984575,0.0575835475578406,0.0327763496143958,0.0480719794344473,0.1979434447300771,0.0791773778920308,64.825,1.000128551227664
E22A071,2017,945,22. Dogu Karadeniz Havzasi,CURA Ç. CURİ,"37°12'5"" Doğu - 41°6'57"" Kuzey",41.116,37.201,45.827,226.0,725.0,23.0,163870000.0,4.415,5.23,21.497,2.167,23.168,60.449,13.656,11.2,26.2,34.6,23.2,30.6,18.1,17.4,18.1,53.4,1.52,1.64,22.0,0.673,0.673,5.27,4.13,5.5,4.13,2.38,1.27,1.02,0.469,0.294,0.197,2.1,3.51,9.52,10.6,12.6,9.58,5.3,3.98,3.75,0.66,0.551,0.604,9.29,15.5,42.1,47.1,55.9,42.4,23.5,17.6,16.6,2.92,2.44,2.67,24.9,40.3,113.0,126.0,135.0,114.0,60.8,47.1,43.0,7.82,6.54,6.93,5.63,9.11,25.5,28.5,30.6,25.7,13.7,10.6,9.71,1.77,1.48,1.57,53.4,0.197,5.229583333333332,10.211138554696838,0.0376703051549677,0.0343448275862069,0.0555862068965517,0.1558620689655172,0.1737931034482758,0.1862068965517241,0.1572413793103448,0.0838620689655172,0.0649655172413793,0.0593103448275862,0.0107862068965517,0.0090206896551724,0.0095586206896551,60.44916666666666,0.9994623581797378
E22A071,2016,939,22. Dogu Karadeniz Havzasi,CURA Ç. CURİ,"37°12'5"" Doğu - 41°6'57"" Kuzey",41.116,37.201,45.827,226.0,701.0,22.2,158390000.0,4.285,5.024,25.652,1.602,22.238,58.375,13.199,16.3,7.66,10.3,23.2,49.8,27.0,7.66,66.2,29.8,29.0,17.7,23.2,0.586,1.44,1.64,2.23,3.5,1.94,2.08,2.08,2.23,1.02,0.469,0.003,2.67,3.1,3.91,7.44,10.6,6.28,2.96,10.7,5.71,3.61,0.872,2.44,11.8,13.7,17.3,32.9,46.9,27.8,13.1,47.4,25.3,16.0,3.86,10.8,31.6,35.5,46.3,88.1,117.0,74.4,34.0,127.0,65.5,42.8,10.3,28.0,7.14,8.03,10.5,19.9,26.5,16.8,7.68,28.7,14.8,9.67,2.34,6.33,66.2,0.003,5.024333333333333,13.175877396669543,0.000597094141843,0.0450784593437945,0.050641940085592,0.0660485021398002,0.1256776034236804,0.1669044222539229,0.1061340941512125,0.0485021398002853,0.181169757489301,0.0934379457917261,0.0610556348074179,0.0146932952924393,0.0399429386590584,58.37499999999999,1.0007137758743756
E22A071,2015,937,22. Dogu Karadeniz Havzasi,CURA Ç. CURİ,"37°12'5"" Doğu - 41°6'57"" Kuzey",41.116,37.201,45.827,226.0,766.0,24.3,173020000.0,4.141,5.509,29.294,1.462,24.386,63.809,14.418,33.4,88.9,19.2,30.5,24.4,33.3,39.7,6.38,44.5,12.5,11.9,6.85,0.42,0.62,2.97,2.61,1.95,3.35,3.15,0.842,0.515,0.462,0.303,0.356,2.63,10.4,4.49,8.71,7.1,11.1,11.1,1.96,4.97,2.35,0.621,0.676,11.6,46.1,19.9,38.5,31.4,49.2,49.1,8.69,22.0,10.4,2.75,2.99,31.2,120.0,53.2,103.0,76.0,132.0,127.0,23.3,57.0,27.9,7.35,7.76,7.05,27.0,12.0,23.3,17.2,29.8,28.8,5.26,12.9,6.3,1.66,1.75,88.9,0.303,5.508916666666667,16.13747409502776,0.0550017396039753,0.0407310704960835,0.1566579634464752,0.0694516971279373,0.1344647519582245,0.0992167101827676,0.1723237597911227,0.1657963446475195,0.0304177545691906,0.0744125326370757,0.0364229765013054,0.0095953002610966,0.010130548302872,63.80916666666666,1.0003787334630605
E22A071,2013,902,22. Dogu Karadeniz Havzasi,CURA Ç. CURİ,"37°12'5"" Doğu - 41°6'57"" Kuzey",41.116,37.201,45.827,226.0,596.0,18.9,134790000.0,4.342,4.289,29.818,1.049,18.99,49.666,11.233,25.6,74.1,33.4,39.6,20.4,16.2,46.7,5.56,81.2,9.6,2.66,2.8,0.309,0.47,1.68,2.24,3.15,2.66,0.52,0.383,0.383,0.21,0.272,0.309,1.77,11.7,6.12,10.7,5.97,6.12,4.12,0.934,1.96,0.873,0.485,0.711,7.84,51.7,27.1,47.6,26.4,27.1,18.2,4.13,8.66,3.86,2.14,3.15,21.0,134.0,72.5,127.0,63.9,72.5,47.3,11.1,22.4,10.4,5.74,8.15,4.74,30.3,16.4,28.8,14.4,16.4,10.7,2.5,5.07,2.34,1.3,1.84,81.2,0.21,4.2885833333333325,18.93399141130521,0.0489672191671686,0.035234899328859,0.2248322147651006,0.1216442953020134,0.2130872483221476,0.1072147651006711,0.1216442953020134,0.0793624161073825,0.0186241610738255,0.0375838926174496,0.0174496644295302,0.0096308724832214,0.0136744966442953,49.665833333333325,1.0000167788050136
E22A071,2012,894,22. Dogu Karadeniz Havzasi,CURA Ç. CURİ,"37°12'5"" Doğu - 41°6'57"" Kuzey",41.116,37.201,45.827,226.0,589.0,18.6,133120000.0,4.209,4.225,25.745,1.415,18.699,49.086,11.093,22.6,55.7,28.2,21.9,25.0,34.0,23.4,11.4,13.0,14.1,58.2,1.44,0.62,1.96,1.34,2.1,2.66,5.28,0.742,0.742,0.383,0.383,0.42,0.346,2.78,7.36,3.9,4.59,7.73,11.2,6.74,1.42,1.24,1.25,1.92,0.569,12.3,32.6,17.3,20.3,34.2,49.6,29.8,6.29,5.48,5.52,8.48,2.52,32.9,84.4,46.2,54.4,85.7,133.0,77.3,16.9,14.2,14.8,22.7,6.53,7.44,19.1,10.4,12.3,19.4,30.0,17.5,3.81,3.21,3.34,5.14,1.48,58.2,0.346,4.224916666666668,13.77541963352334,0.0818951064123552,0.0558573853989813,0.1432937181663837,0.0784380305602716,0.0923599320882852,0.1455008488964346,0.2258064516129032,0.131239388794567,0.0286926994906621,0.0241086587436332,0.0251273344651952,0.0385398981324278,0.0110865874363327,49.08583333333333,0.9999490688080404
D14A185,2018,525,14. Yesilirmak Havzasi,AKSU D. ARPAÖREN,"36°59'31"" Doğu - 40°30'29"" Kuzey",40.508,36.992,46.981,67.1,78.0,2.5,5260000.0,0.146,0.167,0.375,0.102,2.497,6.54,0.439,0.166,0.293,0.615,0.447,0.37,1.48,0.409,0.332,0.293,0.092,0.0,0.0,0.05,0.134,0.134,0.261,0.261,0.332,0.0,0.0,0.05,0.0,0.0,0.0,0.104,0.189,0.288,0.31,0.314,0.497,0.135,0.019,0.089,0.065,0.0,0.0,1.55,2.82,4.29,4.62,4.68,7.41,2.01,0.289,1.32,0.974,0.0,0.0,4.16,7.31,11.5,12.4,11.3,19.8,5.21,0.775,3.42,2.61,0.0,0.0,0.279,0.49,0.77,0.83,0.759,1.33,0.35,0.052,0.229,0.175,0.0,0.0,1.48,0.0,0.1674999999999999,8.835820895522389,0.0,0.0533333333333333,0.0937179487179487,0.1474358974358974,0.158974358974359,0.1448717948717948,0.2538461538461538,0.0667948717948718,0.0099358974358974,0.0438461538461538,0.0334615384615384,0.0,0.0,6.540416666666666,0.9938204752500478
